,text,gender,category
25925,this is the home of a very great man whose connexion with,1,home
25926,"her numerous family was achieved in only two years, and succeeded",0,home
25927,recommended that he should work occasionally in the garden; and as ,1,work
25928,"alleged that ""if it be the business of every man to exercise his own judgement,",1,work
25929,"he hated, simply out of ostentation and to win credit with",1,achievement
25930,"jones, yet, when he had better considered the matter, could by no",1,achievement
25931,"drop my business and come to him for the rubbing of an old tin lamp.""",1,work
25932,"try to quiet him, but he points again with increased agitation.  on ",1,achievement
25933,"extent of his work and the quality of his genius, it is",1,work
25934,<p>accordingly i will no longer ask: how is it that man has the power to,1,achievement
25935,"<p>she would set her quick mind to work upon that, and then make the inconsequent",0,work
25936,he would never have slept better than in the perfect stillness,1,achievement
25937,"short time he pays a penalty which justice cannot but approve, and",1,work
25938,"now trying to murder his only son telemachus, who is coming home",1,home
25939,his family enjoyed good health; what more could he desire?,1,home
25940,efforts he,1,achievement
25941,"respects, of whose life we have the record.  she had a powerful",0,achievement
25942,"'on my honor, you've got to know them better than any man ever",1,achievement
25943,and it only diverted and embarrassed his mind to try,1,achievement
25944,control would be entrusted to men experienced in the ways and,1,achievement
25945,"if he has seen and tried any, it must have been after a queer fashion,",1,achievement
25946,have tried to divert her mind by taking her on a long drive; but,0,achievement
25947,"phoenician fleet which he was equipping, or to provide pay for more",1,work
25948,"gunpouther, and garr'd the marquis tak the job in his ain hand.""",1,work
25949,his work was the result of over ten years of research and,1,work
25950,destined in her fancy for something splendid in the way of success or,0,achievement
25951,so this is what i did. from our various works i selected all the men --,1,work
25952,"and my men had paid them repeatedly, and tried to get rid of them,",1,work
25953,"""oh, he's nobody,"" she said.  ""he's just ben keepin' company with",0,work
25954,his own horses brought up from the country. he had tried to arrange this,1,achievement
25955,"his household gods. he was enjoying the sweets of domestic repose, and",1,home
25956,"a cheerless existence, unappreciated by man, who made him work for ",1,work
25957,the success of their enterprise. he could not resist looking at them,1,achievement
25958,crowd of young men kindling under the power of your presence and,1,achievement
25959,"on his feet, and was as well as ever he was.  so that business",1,work
25960,"man! he was at work from morning till night. for whom, then, is",1,work
25961,"know he will. he comes home to dinner at two o-clock.""",1,home
25962,her plans still further. at first she did the chief part of the,0,achievement
25963,"for her than <i>that</i>, it was better for her not to marry him. what",0,achievement
25964,and clasped her knees; with tears i opened my heart. i tried to touch,0,achievement
25965,"numerous and fashionable company with his performances, in which no",1,work
25966,sat silent a moment; some novel movements were evidently working in her,0,work
25967,done her a world of good much better than the widow welch's female pills,0,achievement
25968,instinctively trying to ward off the power to hold and draw her that,0,achievement
25969,"works however are good & his men in spirits, which i hope will be",1,work
25970,"must carry a large stock with him to trade with.'  johnson.  'yes,",1,work
25971,"she studied hard, for she had made up her mind to win the thorburn",0,achievement
25972,"her hair, and happy feelings in her heart, better and wiser for her",0,achievement
25973,"clear, sharp, and piercing, the voice of his body. when he paid",1,work
25974,"""isn't he strong!"" cried travis.  ""just a little better than marie",1,achievement
25975,engaged in industry did not expect to get more by the money he,1,work
25976,"muss pay him fifteen roubles damages. and i did pay him, mr.                ",1,work
25977,paid to this part of his instructions. this branch of public,1,work
25978,so completely engrossed by his own business that he has not had,1,work
25979,his cunningness both working in his face.  but,1,work
25980,be the next thing to try for if we got that?&amp;rsquo; he answered readily,1,achievement
25981,"mistaken. he enticed me away from home by a trick, promising me an",1,home
25982,"dispirited young ones who looked at her, after being in her company",0,work
25983,amazing power of gratifying her splenetic or wordly-minded,0,achievement
25984,her mother-in-law and the other members of the family if they had,0,home
25985,"business hours, he indulged himself occasionally with snatches of reading;",1,work
25986,"has interrupted the conversation of a company to make his speech, and",1,work
25987,"away into the court-yard, and his family gathered",1,home
25988,what to say to him. i had been talking a great deal to him of the power,1,achievement
25989,subject. he used this principle in medicine with too much success to be,1,achievement
25990,"respect, namely, that he thereby diminishes the interest he pays",1,work
25991,"power of enthusiasm, he pursued his design with unsubdued energy.",1,achievement
25992,"""both i and he have it on our conscience that we tried you very",1,achievement
